filename|oai_dc:dc.dc:description.0|oai_dc:dc.dc:description.1|oai_dc:dc.dc:subject.0|oai_dc:dc.dc:subject.1|oai_dc:dc.dc:subject.10|oai_dc:dc.dc:subject.11|oai_dc:dc.dc:subject.12|oai_dc:dc.dc:subject.2|oai_dc:dc.dc:subject.3|oai_dc:dc.dc:subject.4|oai_dc:dc.dc:subject.5|oai_dc:dc.dc:subject.6|oai_dc:dc.dc:subject.7|oai_dc:dc.dc:subject.8|oai_dc:dc.dc:subject.9|oai_dc:dc@xmlns:dc|oai_dc:dc@xmlns:oai_dc|oai_dc:dc@xmlns:xsi|oai_dc:dc@xsi:schemaLocation|oai_dc:dcdc:coverage|oai_dc:dcdc:creator|oai_dc:dcdc:date|oai_dc:dcdc:format|oai_dc:dcdc:identifier|oai_dc:dcdc:publisher|oai_dc:dcdc:relation|oai_dc:dcdc:rights|oai_dc:dcdc:source|oai_dc:dcdc:subject|oai_dc:dcdc:title|oai_dc:dcdc:type
ROTH0127.xml|Document ID: roth0127|Photograph taken with a 3A Autographic Kodak folding camera.|Charlies Bunion|Appalachian Trail|    |    |    |Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Charlies Bunion; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|1937-05-16|Image/jpeg|http://idserver.utk.edu/?id=200300000001897|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1937, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Charlies Bunion."""|Image
ROTH0899.xml|Document ID: roth0899|Photograph taken with a 3A Autographic Kodak folding camera.|    |    |    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002667|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|Landscapes and Scenery|No Original Caption|Image
ROTH0641.xml|Document ID: roth0641|Photograph taken with a 3A Autographic Kodak folding camera.|Russell Field|Appalachian Trail|    |    |    |Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Russell Field; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|1930-10-19|Image/jpeg|http://idserver.utk.edu/?id=200300000002410|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1930, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Russell Field."""|Image
ROTH0655.xml|Document ID: roth0655|Photograph taken with a 3A Autographic Kodak folding camera.|Norris Lake|Landscapes and Scenery|    |    |    |Waterways and Bodies of Water|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Norris Lake|Albert Gordon (Dutch) Roth, 1890-1974|1951-08-19|Image/jpeg|http://idserver.utk.edu/?id=200300000002424|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1951 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Sunset on Norris Lake."""|Image
ROTH0133.xml|Document ID: roth0133|Photograph taken with a 3A Autographic Kodak folding camera.|Hall Top|English Mountain|    |    |    |Dorothy Williams|Willie Lee|Landscapes and Scenery|People and Groups|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Hall Top; English Mountain|Albert Gordon (Dutch) Roth, 1890-1974|1945-09-30|Image/jpeg|http://idserver.utk.edu/?id=200300000001903|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1945, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Dorothy Williams and Willie Lee of China on English Mountain with Hall Top in the background. Willie Lee, 2 Wood Rd, Hong Kong, China."""|Image
ROTH0090.xml|Document ID: roth0090|Photograph taken with a 3A Autographic Kodak folding camera.|Mount Le Conte|Chimney Tops|    |    |    |Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Mount Le Conte; Chimney Tops|Albert Gordon (Dutch) Roth, 1890-1974|1932-11-27|Image/jpeg|http://idserver.utk.edu/?id=200300000001860|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1932 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Mount Le Conte taken from the Chimneys. Shadow of Chimneys on the foot of Mount Le Conte."""|Image
ROTH0084.xml|Document ID: roth0084|Photograph taken with a 3A Autographic Kodak folding camera.|Newfound Gap|Great Smoky Mountains|    |    |    |Landscapes and Scenery|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Newfound Gap|Albert Gordon (Dutch) Roth, 1890-1974|1956-08-19|Image/jpeg|http://idserver.utk.edu/?id=200300000001854|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1956 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Newfound Gap."""|Image
ROTH0709.xml|Document ID: roth0709|Photograph taken with a 3A Autographic Kodak folding camera.|Smoky Mountains Hiking Club|People and Groups|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Albert Gordon (Dutch) Roth, 1890-1974|1942-07-23|Image/jpeg|http://idserver.utk.edu/?id=200300000002478|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1942 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Smoky Mountains Hiking Club and friends at the fish fry."""|Image
ROTH0053.xml|Document ID: roth0053|Photograph taken with a 3A Autographic Kodak folding camera.|Indian Gap Hotel|Sugarlands|    |    |    |Ray Bohanan|Oscar Bohanan|Great Smoky Mountains|Structures -- Hotels|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Indian Gap Hotel; Sugarlands|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000001823|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Indian Gap Hotel. """|Image
ROTH0735.xml|Document ID: roth0735|Photograph taken with a 3A Autographic Kodak folding camera.|Porters Flat|Porters Creek Trail|    |    |    |Greenbrier Cove|Great Smoky Mountains|Roads and Trails|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Porters Flat; Porters Creek Trail; Greenbrier Cove|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002504|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Trail and bridge in Porters Flats."""|Image
ROTH0721.xml|Document ID: roth0721|Photograph taken with a 3A Autographic Kodak folding camera.|Appalachian Trail|Newfound Gap|    |    |    |Great Smoky Mountains|Landscapes and Scenery|Roads and Trails|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Appalachian Trail; Newfound Gap|Albert Gordon (Dutch) Roth, 1890-1974|1935-12-01|Image/jpeg|http://idserver.utk.edu/?id=200300000002490|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1935 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Appalachian Trail east of Newfound Gap."""|Image
ROTH0047.xml|Document ID: roth0047|Photograph taken with a 3A Autographic Kodak folding camera.|Gatlinburg|Mountain View Hotel|    |    |    |Great Smoky Mountains|Structures -- Hotels|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Gatlinburg; Mountain View Hotel|Albert Gordon (Dutch) Roth, 1890-1974|1957-02-17|Image/jpeg|http://idserver.utk.edu/?id=200300000001817|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1957, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Mountain View Hotel in Gatlinburg."""|Image
ROTH0292.xml|Document ID: roth0292|Photograph taken with a 3A Autographic Kodak folding camera.|Greenbrier Cove|Smoky Mountains Hiking Club cabin|    |    |    |Porters Flat|Messer Barn|Great Smoky Mountains|Structures -- Barns|Structures -- Cabins|    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Greenbrier Cove; Smoky Mountains Hiking Club cabin; Porters Flat; Messer Barn|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002061|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Lunch time at Smoky Mountains Hiking Club cabin. Old barn in background."""|Image
ROTH0286.xml|Document ID: roth0286|Photograph taken with a 3A Autographic Kodak folding camera.|Greenbrier Cove|Smoky Mountains Hiking Club cabin|    |    |    |Porters Flat|Great Smoky Mountains|Structures -- Cabins|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Greenbrier Cove; Smoky Mountains Hiking Club cabin; Porters Flat|Albert Gordon (Dutch) Roth, 1890-1974|1934-07-04|Image/jpeg|http://idserver.utk.edu/?id=200300000002055|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1934, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Putting the roof on Smoky Mountains Hiking Club cabin."""|Image
ROTH0279.xml|Document ID: roth0279|Photograph taken with a 3A Autographic Kodak folding camera.|Rainbow Falls Trail|Great Smoky Mountains|    |    |    |Roads and Trails|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Rainbow Falls Trail|Albert Gordon (Dutch) Roth, 1890-1974|1947-03-02|Image/jpeg|http://idserver.utk.edu/?id=200300000002048|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1947 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Mount Le Conte trail to Rainbow Falls in winter."""|Image
ROTH0537.xml|Document ID: roth0537|Photograph taken with a 3A Autographic Kodak folding camera.|Townsend|Mount Luke|    |    |    |Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Townsend; Mount Luke|Albert Gordon (Dutch) Roth, 1890-1974|1928|Image/jpeg|http://idserver.utk.edu/?id=200300000002306|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1928 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Made from Mount Luke of Townsend in 1928."""|Image
ROTH0251.xml|Document ID: roth0251|Photograph taken with a 3A Autographic Kodak folding camera.|Cades Cove|Great Smoky Mountains|    |    |    |Landscapes and Scenery|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Cades Cove|Albert Gordon (Dutch) Roth, 1890-1974|1933-10-01|Image/jpeg|http://idserver.utk.edu/?id=200300000002020|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1933, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Cades Cove not far from John Oliver's old home."""|Image
ROTH0245.xml|Document ID: roth0245|Photograph taken with a 3A Autographic Kodak folding camera.|Black Mountain|Waterways and Bodies of Water|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Black Mountain|Albert Gordon (Dutch) Roth, 1890-1974|1940-03-03|Image/jpeg|http://idserver.utk.edu/?id=200300000002014|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1940 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Black Mountain stream goes through mountain."""|Image
ROTH0523.xml|Document ID: roth0523|Photograph taken with a 3A Autographic Kodak folding camera.|Thunderhead Mountain|Blockhouse Mountain|    |    |    |Great Smoky Mountains|Landscapes and Scenery|People and Groups|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Thunderhead Mountain; Blockhouse Mountain|Albert Gordon (Dutch) Roth, 1890-1974|1939-04-16|Image/jpeg|http://idserver.utk.edu/?id=200300000002292|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1939, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Looking across toward Thunderhead from Block House."""|Image
ROTH0244.xml|Document ID: roth0244|Photograph taken with a 3A Autographic Kodak folding camera.|Hartford|Flora and Fauna|    |    |    |People and Groups|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Hartford|Albert Gordon (Dutch) Roth, 1890-1974|1931-05-17|Image/jpeg|http://idserver.utk.edu/?id=200300000002013|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1931, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Country boys near Hartford, Tennessee."""|Image
ROTH0522.xml|Document ID: roth0522|Photograph taken with a 3A Autographic Kodak folding camera.|Greenbrier Cove|Smoky Mountain Hiking Club Cabin|    |    |    |Great Smoky Mountains|Structures -- Cabins|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Greenbrier Cove; Smoky Mountain Hiking Club Cabin|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002291|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Greenbrier cabin."""|Image
ROTH0536.xml|Document ID: roth0536|Photograph taken with a 3A Autographic Kodak folding camera.|Sunshine|TN|    |    |    |Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Sunshine; TN|Albert Gordon (Dutch) Roth, 1890-1974|1928|Image/jpeg|http://idserver.utk.edu/?id=200300000002305|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1928 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Sunshine in 1928."""|Image
ROTH0250.xml|Document ID: roth0250|Photograph taken with a 3A Autographic Kodak folding camera.|Cades Cove|Great Smoky Mountains|    |    |    |Landscapes and Scenery|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Cades Cove|Albert Gordon (Dutch) Roth, 1890-1974|1941-02-23|Image/jpeg|http://idserver.utk.edu/?id=200300000002019|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1941 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Looking east across Cades Cove."""|Image
ROTH0278.xml|Document ID: roth0278|Photograph taken with a 3A Autographic Kodak folding camera.|Rainbow Falls Trail|Cherokee Orchard|    |    |    |Great Smoky Mountains|People and Groups|Roads and Trails|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Rainbow Falls Trail; Cherokee Orchard|Albert Gordon (Dutch) Roth, 1890-1974|1947-03-02|Image/jpeg|http://idserver.utk.edu/?id=200300000002047|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1947 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Trail to Mount Le Conte from the Cherokee Orchard in winter."""|Image
